Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Arrangement (product.metafields.shopify.arrangement),Art/Crafting tool material (product.metafields.shopify.art-crafting-tool-material),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Ring design (product.metafields.shopify.ring-design),Stem length (product.metafields.shopify.stem-length),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
heart-on-the-left-love-on-the-right-❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1839.jpg?v=1744445198,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
from-afar-with-heart,"From Afar, With Heart","<p data-start=""213"" data-end=""437"" class=""""><strong data-start=""213"" data-end=""266"">Timeless moments are made with thoughtful hearts.</strong><br data-start=""266"" data-end=""269"">Send everlasting red roses that stay vibrant through time—no matter the distance.<br data-start=""350"" data-end=""353"">The sun shines brighter today… just like this bouquet, full of love and intention.</p>
<p data-start=""439"" data-end=""515"" class="""">📬 <strong data-start=""442"" data-end=""470"">Shipping across the U.S.</strong><br data-start=""470"" data-end=""473"">🚗 Delivery &amp; pickup available in DMV &amp; NC</p>",Sun Florist,Home & Garden > Plants > Flowers,Preserved Floral Creations,Preserved flower Bouquet,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,174.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4449.jpg?v=1744443670,1,"",false,,,984,,,,,,,,,,,,,,,,,,,,,,,,rose,,,indoors,,,,,,,lb,,,true,,,active
from-afar-with-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4463.jpg?v=1744443670,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
from-afar-with-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4406.jpg?v=1744443670,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
from-afar-with-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4444.jpg?v=1744443670,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎓-graduation-bouquets,🎓 Graduation Bouquets,"<p>Celebrate new beginnings with our curated Graduation Bouquet Collection, available in four dreamy colors: sunny yellow, sky blue, light green, and soft pink—each symbolizing joy, growth, calm, and love.</p>
<p>Choose from Small, Medium, or Large sizes to match your moment—whether it's a heartfelt gesture or a grand celebration</p>
<p>Say congratulations with blooms as bright as their future. 🌟</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Party Supplies > Party Hats,Bouquets,Bouquets,true,Color,yellow,product.metafields.shopify.color-pattern,size,Large,,,,,"",0.0,,deny,manual,133.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1788.jpg?v=1744442900,1,"",false,,,6906,,adult,,,,,,,,,,,,,all-ages,,,yellow; green; pink; blue,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1781.jpg?v=1744442900,lb,,,true,,,active
🎓-graduation-bouquets,,,,,,,,,yellow,,,Medium,,,,,"",0.0,,deny,manual,112.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1786.jpg?v=1744442900,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1781.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,yellow,,,Small,,,,,"",0.0,,deny,manual,81.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1781.jpg?v=1744442900,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1781.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,green,,,Large,,,,,"",0.0,,deny,manual,133.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1783.jpg?v=1744442900,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1785.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,green,,,Medium,,,,,"",0.0,,deny,manual,112.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1785.jpg?v=1744442900,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1785.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,green,,,Small,,,,,"",0.0,,deny,manual,81.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1789.jpg?v=1744442900,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1785.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,pink,,,Large,,,,,"",0.0,,deny,manual,133.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1790.jpg?v=1744442900,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1782_1276d468-fb39-4c90-8bad-d55da441ed5d.jpg?v=1744443237,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,pink,,,Medium,,,,,"",0.0,,deny,manual,112.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1782_1276d468-fb39-4c90-8bad-d55da441ed5d.jpg?v=1744443237,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1782_1276d468-fb39-4c90-8bad-d55da441ed5d.jpg?v=1744443237,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,pink,,,Small,,,,,"",0.0,,deny,manual,81.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1782_1276d468-fb39-4c90-8bad-d55da441ed5d.jpg?v=1744443237,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,blue,,,Large,,,,,"",0.0,,deny,manual,133.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1788.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,blue,,,Medium,,,,,"",0.0,,deny,manual,112.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1788.jpg?v=1744442900,lb,,,,,,
🎓-graduation-bouquets,,,,,,,,,blue,,,Small,,,,,"",0.0,,deny,manual,81.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1788.jpg?v=1744442900,lb,,,,,,
the-embodiment-of-love-and-happiness,The Embodiment of Love and Happiness,"<p data-start=""122"" data-end=""380"" class="""">Designed for a bride's most unforgettable day, this bouquet features the exquisite <strong data-start=""205"" data-end=""227"">David Austin roses</strong>, known for their sophisticated fragrance and romantic form. Their ivory petals gently blush with a hint of pink—like a quiet heartbeat at first sight.</p>
<p data-start=""382"" data-end=""522"" class="""">Peeking through the delicate blooms, the <strong data-start=""423"" data-end=""435"">clematis</strong> adds a playful touch, symbolizing the joyful anticipation of love’s new chapter. 🕊️</p>
<p data-start=""524"" data-end=""707"" class=""""><strong data-start=""524"" data-end=""540"">Perfect for:</strong> Bridal bouquets, engagement shoots, or intimate ceremonies<br data-start=""599"" data-end=""602""><strong data-start=""602"" data-end=""624"">Floral Highlights:</strong> David Austin roses, clematis, soft seasonal accents with a fresh, romantic scent</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,164.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCE_1727_REDUCE.jpg?v=1744442016,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
the-embodiment-of-love-and-happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCE_8897_cut.jpg?v=1744441542,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-embodiment-of-love-and-happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCE_0194_cut.jpg?v=1744441542,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-embodiment-of-love-and-happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCE_1004_reduce.jpg?v=1744442329,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-embodiment-of-love-and-happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCE_9598_reduce.jpg?v=1744442442,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-embodiment-of-love-and-happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCE_0632_cut_reduce.jpg?v=1744442492,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moab21-23-stems,Moab(21-23 stems),"<p>This elegant bouquet features <strong data-start=""88"" data-end=""114"">Moab roses</strong> in rich, warm hues of blush, nude, and dusty pink. Paired with vintage-style wrapping and a soft mauve ribbon, it carries a nostalgic charm that’s both timeless and effortlessly romantic.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",453.59237,,deny,manual,158.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4523.jpg?v=1742853211,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,long,,,,,,,,lb,,68.00,true,,,active
moab21-23-stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4533.jpg?v=1742853211,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moab21-23-stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4579.jpg?v=1742853211,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moab21-23-stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4583.jpg?v=1742853211,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moab21-23-stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0859.jpg?v=1742853211,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moab21-23-stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4498.jpg?v=1742853211,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-whispers,Spring Whispers,"<p>Soft as a breeze and delicate as a dream, this bouquet features layers of blush pink ranunculus, tulips, and Sweet Pea wrapped in lace and sheer fabric for a romantic, vintage feel.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,146.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4364.jpg?v=1742846540,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,medium,,,,,,,,lb,,51.00,true,,,active
spring-whispers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4308.jpg?v=1742846540,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-whispers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4318.jpg?v=1742846540,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flamenco,Flamenco,"<p>This charming bouquet captures the soft glow of a golden evening with its ivory gerbera daisies, creamy carnations, and delicate greens. <br>Perfect for brightening someone’s day.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Graduation",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,98.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0450.jpg?v=1742836919,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,white; floral,,,,,,,,,,,,,,,,lb,,25.00,true,,,active
flamenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4412.jpg?v=1742836919,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flamenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4432.jpg?v=1742836919,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-elegance-preserved-floral-boutonniere-set,Preserved Floral Boutonnière Set,"<p>This sophisticated boutonnière set features preserved roses, delicate hydrangeas, and golden accents, exuding classic elegance with a modern touch. Each piece is meticulously handcrafted, making it perfect for weddings, formal events, and special celebrations. Presented in a sleek black gift box with satin ribbons, this set is a symbol of refined craftsmanship.<br><strong>Corsage: $29</strong><br><strong>Corsages(wrist ): $39</strong><b><span><br></span></b><strong>Set: $60</strong></p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Preserved Floral Creations,"gift, Preserved flower Bouquet",true,Color,White&Black,,,,,,,,"",0.0,,deny,manual,60.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3616.png?v=1740208671,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3618.png?v=1740208672,lb,,,true,,,active
timeless-elegance-preserved-floral-boutonniere-set,,,,,,,,,Blue,,,,,,,,"",0.0,,deny,manual,60.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3615.png?v=1740208671,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250222022123.jpg?v=1740208919,lb,,,,,,
timeless-elegance-preserved-floral-boutonniere-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3618.png?v=1740208672,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-elegance-preserved-floral-boutonniere-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3607.png?v=1740208671,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-elegance-preserved-floral-boutonniere-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250222022123.jpg?v=1740208919,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-blossom-preserved-flower-dome,Pink Blossom - Preserved Flower Dome,"<p>Delicate and enchanting, this preserved flower dome features soft pink roses, blush hydrangeas, and pearl-like accents, beautifully arranged beneath a crystal-clear glass dome. </p>",Sun Florist,Home & Garden > Decor > Dried Flowers,Preserved Floral Creations,"gift, Preserved flower Bouquet",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,138.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/C1FC6566-FB0B-40AD-99F8-CF7213DC9E96.jpg?v=1740208264,1,"",false,,,6936,,,,,,,,,,,,,,,,,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
pink-blossom-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/B1E2B112-6F2D-487F-B91A-C5ED9F464637.jpg?v=1740208265,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autumn-charm-illuminated-preserved-flower-dome,Autumn Charm - Illuminated Preserved Flower Dome,"<p>Capture the warmth of fall with this enchanting <strong data-start=""102"" data-end=""127"">preserved flower dome</strong>, featuring delicate peach and blush roses, soft hydrangeas, and natural foliage. Enhanced with pinecones, cinnamon sticks, and golden accents, this arrangement evokes cozy autumn days. Encased in a clear glass dome with a rustic wooden base and finished with a deep red ribbon, it's a perfect seasonal décor piece or thoughtful gift.</p>",Sun Florist,Home & Garden > Decor > Dried Flowers,Preserved Floral Creations,"gift, Preserved flower Bouquet",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,158.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0528.jpg?v=1740207798,1,"",false,,,6936,,,,,,,,,,,,,,,,,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
autumn-charm-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0535_1.jpg?v=1740207791,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autumn-charm-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0488.jpg?v=1740207790,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eternal-blossom-illuminated-preserved-flower-dome,Eternal Blossom -  Illuminated Preserved Flower Dome,"<p data-start=""55"" data-end=""358"">A timeless display of elegance, this <strong data-start=""92"" data-end=""117"">preserved flower dome</strong> showcases delicate ivory and blush Peony, soft hydrangeas, and pearl-white rose, carefully arranged under a crystal-clear glass dome. The built-in soft LED light creates a warm, ambient glow, enhancing the charm of every petal. Paired with a sleek gift box, it's the perfect symbol of everlasting beauty.</p>",Sun Florist,Home & Garden > Decor > Artwork,Preserved Floral Creations,"gift, Preserved flower Bouquet",true,Title,Default Title,,,,,,,,"",453.59237,,deny,manual,158.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3836.png?v=1740207062,1,"",false,,,9,,,,,,,,,,,,,,,,,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
eternal-blossom-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3843.png?v=1740207061,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eternal-blossom-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9682.png?v=1740207062,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eternal-blossom-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9687.png?v=1740207062,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blushing-charm-bridal-hand-bouquet,Blushing Charm - Bridal Hand Bouquet,"<p data-start=""53"" data-end=""296"">This romantic bouquet features <strong data-start=""84"" data-end=""151"">lush pink carnations, delicate white blooms, and fresh greenery</strong>, creating a soft yet vibrant arrangement. Accented with flowing blush ribbons, it's designed to capture hearts and enhance any special moment.</p>
<p data-start=""298"" data-end=""316"">🌿 <strong data-start=""301"" data-end=""314"">Features:</strong></p>
<ul data-start=""317"" data-end=""484"">
<li data-start=""317"" data-end=""367"">Soft pink carnations for a touch of romance 🌸</li>
<li data-start=""368"" data-end=""432"">Crisp white flowers and fresh greens for natural elegance 🍃</li>
<li data-start=""433"" data-end=""484"">Satin ribbons for a graceful, flowing finish 🎀</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,120.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/3D9D82ED-16B2-4FED-A545-6A5121E4F2EB.jpg?v=1740206471,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,medium,,,,,,,,lb,,,true,,,active
blushing-charm-bridal-hand-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/DF396F7F-0E57-4FE6-B019-EDE580664ED0.jpg?v=1740206472,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
french-inspired-bouquet,French-Inspired Bouquet,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,138.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/2DB2409F-1562-4D3E-9ECF-AE099FB75B02.jpg?v=1740206186,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,white; green,,,,,,,,medium,,,,,,,,lb,,,true,,,active
french-inspired-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/AA90E405-2046-4250-83A1-8FC4B6372EFC.jpg?v=1740206186,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
french-inspired-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/AF1C2225-12A2-4751-93A3-281158AC9E8E.jpg?v=1740206186,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menta-bridal-bouquet-pair,Menta bridal bouquet (pair),"<p>1. Bridal bouquet $138</p>
<p>2. Corsage $48</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,186.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/e5af0ec7c438a8efb264709533ae913f.jpg?v=1744447104,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
menta-bridal-bouquet-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/c8c1c226692f7cd7cd02e1935df4eabd.jpg?v=1744447104,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menta-bridal-bouquet-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3582.png?v=1744447104,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menta-bridal-bouquet-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/DC__5_SunFlorist_1e495d03-eaee-447f-babe-81d5d67532fd.jpg?v=1744447101,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shakespeare,Shakespeare,"",Sun Florist,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,128.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/D61A36B4-DE67-40BD-8CC7-CBB990A1CF97.jpg?v=1740205284,1,"",false,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
shakespeare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5957.jpg?v=1740205284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
